nombre,tipo,clase
Rascón de la isla Inaccesible,terrestre,ave que no vuela
Hormiga argentina,terrestre,invertebrado terrestre
Hormiga faraón,terrestre,invertebrado terrestre
Hormiga de la miel,terrestre,invertebrado terrestre
Hormiga bulldog,terrestre,invertebrado terrestre
Hormiga de terciopelo,terrestre,invertebrado terrestre
Escarabajo tigre,terrestre,invertebrado terrestre
Escarabajo joya,terrestre,invertebrado terrestre
Escarabajo de la patata,terrestre,invertebrado terrestre
Escarabajo enterrador,terrestre,invertebrado terrestre
Escarabajo arlequín,terrestre,invertebrado terrestre
Escarabajo de cuernos largos,terrestre,invertebrado terrestre
Escarabajo violín,terrestre,invertebrado terrestre
Escarabajo de la harina,terrestre,invertebrado terrestre
Escarabajo acorazado diabólico,terrestre,invertebrado terrestre
Ditisco,terrestre,invertebrado terrestre
Cucaracha alemana,terrestre,invertebrado terrestre
Cucaracha oriental,terrestre,invertebrado terrestre
Cucaracha gigante de las cavernas,terrestre,invertebrado terrestre
Grillo doméstico,terrestre,invertebrado terrestre
Grillo de Jerusalén,terrestre,invertebrado terrestre
Chapulín,terrestre,invertebrado terrestre
Esperanza,terrestre,invertebrado terrestre
Mantis flor espinosa,terrestre,invertebrado terrestre
Mantis fantasma,terrestre,invertebrado terrestre
Mantis china,terrestre,invertebrado terrestre
Mantis hoja seca,terrestre,invertebrado terrestre
Insecto palo gigante,terrestre,invertebrado terrestre
Insecto palo espinoso,terrestre,invertebrado terrestre
Chinche de agua gigante,terrestre,invertebrado terrestre
Zapatero de agua,terrestre,invertebrado terrestre
Escorpión de agua,terrestre,invertebrado terrestre
Chinche asesina,terrestre,invertebrado terrestre
Vinchuca,terrestre,invertebrado terrestre
Pulgón,terrestre,invertebrado terrestre
Cochinilla del carmín,terrestre,invertebrado terrestre
Oruga peluda,terrestre,invertebrado terrestre
Gusano medidor,terrestre,invertebrado terrestre
Gusano de la harina,terrestre,invertebrado terrestre
Gusano de luz,terrestre,invertebrado terrestre
Araña de seda dorada,terrestre,invertebrado terrestre
Araña de trampilla,terrestre,invertebrado terrestre
Araña de agua,terrestre,invertebrado terrestre
Araña pescadora,terrestre,invertebrado terrestre
Araña escupidora,terrestre,invertebrado terrestre
Araña lince,terrestre,invertebrado terrestre
Araña tigre,terrestre,invertebrado terrestre
Tarántula azul cobalto,terrestre,invertebrado terrestre
Tarántula babuino,terrestre,invertebrado terrestre
Tarántula rosa chilena,terrestre,invertebrado terrestre
Tarántula brasileña de rodillas blancas,terrestre,invertebrado terrestre
Tarántula ornamental india,terrestre,invertebrado terrestre
Araña látigo,terrestre,invertebrado terrestre
Escorpión gigante del desierto,terrestre,invertebrado terrestre
Pseudoescorpión,terrestre,invertebrado terrestre
Ácaro del polvo,terrestre,invertebrado terrestre
Ciempiés doméstico,terrestre,invertebrado terrestre
Milpiés píldora,terrestre,invertebrado terrestre
Milpiés dragón rosa,terrestre,invertebrado terrestre
Caracol romano,terrestre,invertebrado terrestre
Babosa gris,terrestre,invertebrado terrestre
Lombriz roja californiana,terrestre,invertebrado terrestre
Tardígrado,terrestre,invertebrado terrestre
Águila pomerana,volador,ave rapaz
Águila moteada,volador,ave rapaz
Águila esteparia,volador,ave rapaz
Águila rapaz,volador,ave rapaz
Águila de Verreaux,volador,ave rapaz
Águila crestada,volador,ave rapaz
Águila azor,volador,ave rapaz
Águila solitaria,volador,ave rapaz
Águila poma,volador,ave rapaz
Águila volatinera,volador,ave rapaz
Pigargo vocinglero,volador,ave rapaz
Pigargo de Pallas,volador,ave rapaz
Arpía de Nueva Guinea,volador,ave rapaz
Elanio azul,volador,ave rapaz
Elanio tijereta,volador,ave rapaz
Milano de Misisipi,volador,ave rapaz
Milano caracolero,volador,ave rapaz
Gavilán de Cooper,volador,ave rapaz
Gavilán pollero,volador,ave rapaz
Busardo de cola roja,volador,ave rapaz
Busardo moro,volador,ave rapaz
Busardo calzado,volador,ave rapaz
Aguilucho pálido,volador,ave rapaz
Aguilucho cenizo,volador,ave rapaz
Halcón de Eleonora,volador,ave rapaz
Halcón borní,volador,ave rapaz
Halcón aplomado,volador,ave rapaz
Halcón pradeño,volador,ave rapaz
Halcón reidor,volador,ave rapaz
Halcón murcielaguero,volador,ave rapaz
Halcón pigmeo,volador,ave rapaz
Cernícalo americano,volador,ave rapaz
Cernícalo primilla,volador,ave rapaz
Cernícalo patirrojo,volador,ave rapaz
Caracara chimango,volador,ave rapaz
Caracara moñudo,volador,ave rapaz
Buitre dorsiblanco africano,volador,ave rapaz
Buitre del Himalaya,volador,ave rapaz
Buitre cabeciblanco,volador,ave rapaz
Buitre palmero,volador,ave rapaz
Aura sabanera,volador,ave rapaz
Búho manchado,volador,ave rapaz nocturna
Búho barrado,volador,ave rapaz nocturna
Búho pescador,volador,ave rapaz nocturna
Búho lechoso,volador,ave rapaz nocturna
Búho de anteojos,volador,ave rapaz nocturna
Búho gavilán,volador,ave rapaz nocturna
Lechuzón orejudo,volador,ave rapaz nocturna
Mochuelo alpino,volador,ave rapaz nocturna
Mochuelo boreal,volador,ave rapaz nocturna
Nínox,volador,ave rapaz nocturna
Cárabo uralense,volador,ave rapaz nocturna
Autillo cariblanco,volador,ave rapaz nocturna
Guacamayo militar,volador,ave
Guacamayo de Spix,volador,ave
Guacamayo aliverde,volador,ave
Guacamayo severo,volador,ave
Guacamayo de Lear,volador,ave
Loro de cabeza amarilla,volador,ave
Loro de nuca amarilla,volador,ave
Loro de frente azul,volador,ave
Loro senegalés,volador,ave
Loro vasa,volador,ave
Loro de Meyer,volador,ave
Loro de Pesquet,volador,ave
Loro barranquero,volador,ave
Cotorra serrana,volador,ave
Cotorra nanday,volador,ave
Cotorra del sol,volador,ave
Cacatúa de las palmas,volador,ave
Cacatúa moluqueña,volador,ave
Cacatúa blanca,volador,ave
Cacatúa Inca,volador,ave
Cacatúa sanguínea,volador,ave
Cacatúa gang-gang,volador,ave
Lori rojo,volador,ave
Lorículo,volador,ave
Kakariki,volador,ave
Kaka,volador,ave
Rosella oriental,volador,ave
Rosella carmesí,volador,ave
Perico rey australiano,volador,ave
Cisne cuellinegro,volador,ave
Cisne coscoroba,volador,ave
Cisne de tundra,volador,ave
Cisne cantor,volador,ave
Ganso de Hawái,volador,ave
Ganso emperador,volador,ave
Ganso nival,volador,ave
Ganso careto,volador,ave
Ganso campestre,volador,ave
Ánsar indio,volador,ave
Barnacla cariblanca,volador,ave
Barnacla cuellirroja,volador,ave
Pato cuchara,volador,ave
Ánade rabudo,volador,ave
Ánade friso,volador,ave
Silbón europeo,volador,ave
Pato colorado,volador,ave
Porrón moñudo,volador,ave
Porrón bastardo,volador,ave
Pato arlequín,volador,ave
Pato havelda,volador,ave
Negrón común,volador,ave
Serreta grande,volador,ave
Serreta mediana,volador,ave
Malvasía cabeciblanca,volador,ave
Pato silbador,volador,ave
Pato torrentero,volador,ave
Cerceta carretona,volador,ave
Tarro canelo,volador,ave
Garza azulada,volador,ave
Garza tricolor,volador,ave
Garza imperial,volador,ave
Garza tigre,volador,ave
Arapapá,volador,ave
Garcita verde,volador,ave
Avetorillo,volador,ave
Garza agami,volador,ave
Cigüeña de Abdim,volador,ave
Cigüeña lanuda,volador,ave
Cigüeña maguari,volador,ave
Jabirú africano,volador,ave
Picotenaza,volador,ave
Ibis blanco,volador,ave
Ibis verde,volador,ave
Bandurria,volador,ave
Morito común,volador,ave
Flamenco enano,volador,ave
Flamenco de James,volador,ave
Flamenco chileno,volador,ave
Grulla canadiense,volador,ave
Grulla damisela,volador,ave
Grulla siberiana,volador,ave
Grulla del paraíso,volador,ave
Grulla brolga,volador,ave
Grulla sarus,volador,ave
Pelícano australiano,volador,ave
Pelícano rosado,volador,ave
Pelícano peruano,volador,ave
Cormorán moñudo,volador,ave
Cormorán de Brandt,volador,ave
Cormorán imperial,volador,ave
Cormorán pigmeo,volador,ave
Alcatraz del Cabo,volador,ave
Alcatraz australiano,volador,ave
Piquero pardo,volador,ave
Piquero enmascarado,volador,ave
Piquero de patas rojas,volador,ave
Piquero peruano,volador,ave
Fragata grande,volador,ave
Rabijunco etéreo,volador,ave
Rabijunco de cola roja,volador,ave
Albatros real,volador,ave
Albatros de Laysan,volador,ave
Albatros patinegro,volador,ave
Albatros de cabeza gris,volador,ave
Albatros tiznado,volador,ave
Petrel de las nieves,volador,ave
Petrel damero,volador,ave
Petrel azulado,volador,ave
Fulmar boreal,volador,ave
Pardela balear,volador,ave
Pardela pichoneta,volador,ave
Pardela sombría,volador,ave
Paíño de Wilson,volador,ave
Gaviota de Audouin,volador,ave
Gaviota patiamarilla,volador,ave
Gaviota sombría,volador,ave
Gaviota tridáctila,volador,ave
Gaviota cabecinegra,volador,ave
Gaviota de Bonaparte,volador,ave
Gaviota de Franklin,volador,ave
Gaviota marfil,volador,ave
Gaviota enana,volador,ave
Gaviota cocinera,volador,ave
Gaviota de Heermann,volador,ave
Gaviota californiana,volador,ave
Charrán patinegro,volador,ave
Charrán real,volador,ave
Charrán sombrío,volador,ave
Charrancito,volador,ave
Charrán inca,volador,ave
Fumarel común,volador,ave
Pagaza piquirroja,volador,ave
Frailecillo corniculado,volador,ave
Frailecillo coletudo,volador,ave
Mérgulo atlántico,volador,ave
Arao aliblanco,volador,ave
Págalo parásito,volador,ave
Págalo pomarino,volador,ave
Skúa antártica,volador,ave
Martín pescador pío,volador,ave
Martín pescador verde,volador,ave
Martín pescador de collar,volador,ave
Somormujo cuellirrojo,volador,ave
Zampullín cuellinegro,volador,ave
Colimbo grande,volador,ave
Colimbo ártico,volador,ave
Focha americana,volador,ave
Focha cornuda,volador,ave
Polluela,volador,ave
Guion de codornices,volador,ave
Avoceta americana,volador,ave
Ostrero negro,volador,ave
Chorlitejo grande,volador,ave
Chorlitejo patinegro,volador,ave
Chorlito gris,volador,ave
Chorlito carambolo,volador,ave
Zarapito trinador,volador,ave
Zarapito americano,volador,ave
Correlimos gordo,volador,ave
Correlimos tridáctilo,volador,ave
Correlimos zarapitín,volador,ave
Combatiente,volador,ave
Archibebe común,volador,ave
Archibebe claro,volador,ave
Andarríos grande,volador,ave
Becada,volador,ave
Agachadiza chica,volador,ave
Falaropo picofino,volador,ave
Alcaraván,volador,ave
Corredor sahariano,volador,ave
Canastera,volador,ave
Cuervo pescador,volador,ave
Cuervo de cuello blanco,volador,ave
Corneja cenicienta,volador,ave
Arrendajo de Steller,volador,ave
Arrendajo siberiano,volador,ave
Chova piquigualda,volador,ave
Piquituerto lorito,volador,ave
Estornino rosado,volador,ave
Estornino soberbio,volador,ave
Mirlo capiblanco,volador,ave
Mirlo acuático,volador,ave
Zorzal alirrojo,volador,ave
Zorzal charlo,volador,ave
Zorzal real,volador,ave
Petirrojo americano,volador,ave
Ruiseñor pechiazul,volador,ave
Ruiseñor bastardo,volador,ave
Gorrión chillón,volador,ave
Gorrión alpino,volador,ave
Gorrión de Java,volador,ave
Jilguero americano,volador,ave
Verdecillo,volador,ave
Pinzón azul de Tenerife,volador,ave
Pinzón real,volador,ave
Pinzón de Darwin,volador,ave
Herrerillo capuchino,volador,ave
Carbonero garrapinos,volador,ave
Carbonero palustre,volador,ave
Bigotudo,volador,ave
Pájaro moscón,volador,ave
Golondrina dáurica,volador,ave
Golondrina bicolor,volador,ave
Golondrina purpúrea,volador,ave
Vencejo pálido,volador,ave
Vencejo de chimenea,volador,ave
Salangana,volador,ave
Alondra cornuda,volador,ave
Alondra ricotí,volador,ave
Terrera común,volador,ave
Totovía,volador,ave
Lavandera boyera,volador,ave
Lavandera cascadeña,volador,ave
Cardenal de cresta roja,volador,ave
Azulejo de montaña,volador,ave
Colorín azul,volador,ave
Colorín siete colores,volador,ave
Turpial,volador,ave
Cacique,volador,ave
Tordo cabeciamarillo,volador,ave
Tordo renegrido,volador,ave
Cuitlacoche,volador,ave
Tucán de pico castaño,volador,ave
Tucán de garganta blanca,volador,ave
Arasarí acollarado,volador,ave
Cálao trompetero,volador,ave
Cálao gris,volador,ave
Cálao de casco,volador,ave
Toco piquirrojo,volador,ave
Abejaruco carmesí,volador,ave
Abejaruco australiano,volador,ave
Carraca lila,volador,ave
Cuco piquigualdo,volador,ave
Koel,volador,ave
Cucal,volador,ave
Garrapatero,volador,ave
Carpintero cabecirrojo,volador,ave
Carpintero bellotero,volador,ave
Carpintero de Gila,volador,ave
Pito negro,volador,ave
Pico mediano,volador,ave
Pico menor,volador,ave
Pico dorsiblanco,volador,ave
Carpintero campestre,volador,ave
Carpintero de cresta roja,volador,ave
Chupasavia,volador,ave
Colibrí de Ana,volador,ave
Colibrí rufo,volador,ave
Colibrí de Costa,volador,ave
Colibrí calíope,volador,ave
Colibrí de garganta azul,volador,ave
Colibrí ermitaño,volador,ave
Colibrí topacio,volador,ave
Colibrí magnífico,volador,ave
Colibrí esmeralda,volador,ave
Ave del paraíso raggiana,volador,ave
Ave del paraíso soberbia,volador,ave
Ave del paraíso de Wilson,volador,ave
Ave del paraíso rey de Sajonia,volador,ave
Pergolero satinado,volador,ave
Ave lira soberbia,volador,ave
Tejedor republicano,volador,ave
Tejedor enmascarado,volador,ave
Obispo rojo,volador,ave
Viuda del paraíso,volador,ave
Bengalí rojo,volador,ave
Capuchino tricolor,volador,ave
Paloma de Nicobar,volador,ave
Paloma de la fruta,volador,ave
Paloma verde,volador,ave
Paloma rabiche,volador,ave
Paloma turqué,volador,ave
Paloma zurita,volador,ave
Tórtola senegalesa,volador,ave
Tórtola diamante,volador,ave
Zenaida huilota,volador,ave
Goura victoria,volador,ave
Faisán de Lady Amherst,volador,ave
Faisán plateado,volador,ave
Faisán venerado,volador,ave
Faisán orejudo,volador,ave
Monal del Himalaya,volador,ave
Tragopán sátiro,volador,ave
Argos real,volador,ave
Pavo ocelado,volador,ave
Pavo salvaje,volador,ave
Gallo bankiva,volador,ave
Gallo lira,volador,ave
Grévol,volador,ave
Perdiz pardilla,volador,ave
Perdiz chukar,volador,ave
Francolín,volador,ave
Codorniz de California,volador,ave
Colín de Virginia,volador,ave
Pintada común,volador,ave
Chachalaca,volador,ave
Pava de monte,volador,ave
Paujil,volador,ave
Tinamú,volador,ave
Chotacabras cuellirrojo,volador,ave
Atajacaminos,volador,ave
Nictibio,volador,ave
Egotelo,volador,ave
Turaco violáceo,volador,ave
Turaco gigante,volador,ave
Pájaro ratón,volador,ave
Momoto cejiazul,volador,ave
Todi,volador,ave
Jacamar,volador,ave
Monja,volador,ave
Barbudo,volador,ave
Indicador,volador,ave
Eurilaimo,volador,ave
Pita,volador,ave
Cotinga azul,volador,ave
Pájaro paraguas,volador,ave
Campanero tricarunculado,volador,ave
Saltarín cabecirrojo,volador,ave
Atrapamoscas tijereta,volador,ave
Benteveo,volador,ave
Churrinche,volador,ave
Tirano real,volador,ave
Hornero,volador,ave
Trepatroncos,volador,ave
Verdín,volador,ave
Iora,volador,ave
Oruguero,volador,ave
Minivet,volador,ave
Alcaudón real,volador,ave
Alcaudón dorsirrojo,volador,ave
Vireo,volador,ave
Cola de abanico,volador,ave
Urraca australiana,volador,ave
Verdugo,volador,ave
Petroica,volador,ave
Pardalote,volador,ave
Mielero de Nueva Holanda,volador,ave
Tui,volador,ave
Maluro soberbio,volador,ave
Carricero común,volador,ave
Carricero tordal,volador,ave
Buscarla,volador,ave
Zarcero,volador,ave
Curruca cabecinegra,volador,ave
Curruca rabilarga,volador,ave
Curruca mosquitera,volador,ave
Mosquitero musical,volador,ave
Mosquitero papialbo,volador,ave
Reyezuelo listado,volador,ave
Cucarachero,volador,ave
Treparriscos,volador,ave
Sinsonte tropical,volador,ave
Papamoscas gris,volador,ave
Papamoscas cerrojillo,volador,ave
Tarabilla norteña,volador,ave
Colirrojo tizón,volador,ave
Colirrojo real,volador,ave
Roquero rojo,volador,ave
Roquero solitario,volador,ave
Collalba gris,volador,ave
Collalba rubia,volador,ave
Acentor común,volador,ave
Acentor alpino,volador,ave
Bisbita campestre,volador,ave
Escribano cerillo,volador,ave
Escribano montesino,volador,ave
Escribano nival,volador,ave
Triguero,volador,ave
Junco ojioscuro,volador,ave
Gorrión de corona blanca,volador,ave
Chingolo,volador,ave
Picogordo azul,volador,ave
Camachuelo trompetero,volador,ave
Pinzón mexicano,volador,ave
Verderón serrano,volador,ave
Tangara azuleja,volador,ave
Tangara de siete colores,volador,ave
Tangara del paraíso,volador,ave
Mielero patirrojo,volador,ave
Dacnis azul,volador,ave
Semillero,volador,ave
Reinita amarilla,volador,ave
Reinita trepadora,volador,ave
Candelita,volador,ave
Bobolink,volador,ave
Pradero,volador,ave
Murciélago de nariz de hoja,volador,murciélago
Murciélago blanco hondureño,volador,murciélago
Murciélago bulldog,volador,murciélago
Murciélago frutero de Jamaica,volador,murciélago
Murciélago de cara arrugada,volador,murciélago
Murciélago de alas amarillas,volador,murciélago
Murciélago pálido,volador,murciélago
Murciélago rabudo europeo,volador,murciélago
Murciélago ratonero grande,volador,murciélago
Barbastela,volador,murciélago
Murciélago hortelano,volador,murciélago
Zorro volador de cabeza gris,volador,murciélago
Zorro volador de la India,volador,murciélago
Zorro volador de anteojos,volador,murciélago
Murciélago narigudo,volador,murciélago
Murciélago de espalda desnuda,volador,murciélago
Vampiro de patas peludas,volador,murciélago
Falso vampiro,volador,murciélago
Abeja sin aguijón,volador,insecto
Abeja cortadora de hojas,volador,insecto
Abeja albañil,volador,insecto
Abeja gigante del Himalaya,volador,insecto
Avispa chaqueta amarilla,volador,insecto
Avispa asiática,volador,insecto
Avispa cartonera,volador,insecto
Avispa esmeralda,volador,insecto
Avispa icneumónida,volador,insecto
Avispa de los higos,volador,insecto
Avispa excavadora,volador,insecto
Avispón oriental,volador,insecto
Avispa mamut,volador,insecto
Jején,volador,insecto
Mosca soldado negra,volador,insecto
Mosca de la carne,volador,insecto
Mosca de los establos,volador,insecto
Mosca abeja,volador,insecto
Mosca cernidora,volador,insecto
Típula,volador,insecto
Mosquito común,volador,insecto
Mosquito de la fiebre amarilla,volador,insecto
Flebótomo,volador,insecto
Libélula flecha roja,volador,insecto
Libélula de cuatro manchas,volador,insecto
Libélula gigante australiana,volador,insecto
Caballito del diablo azul,volador,insecto
Mariposa pavo real,volador,insecto
Mariposa almirante rojo,volador,insecto
Vanesa de los cardos,volador,insecto
Mariposa limonera,volador,insecto
Mariposa apolo,volador,insecto
Mariposa alas de cristal,volador,insecto
Mariposa ochenta y ocho,volador,insecto
Mariposa hoja,volador,insecto
Mariposa tigre,volador,insecto
Mariposa cebra,volador,insecto
Mariposa ícaro,volador,insecto
Gran pavón nocturno,volador,insecto
Polilla tigre,volador,insecto
Polilla emperador,volador,insecto
Esfinge de la adelfa,volador,insecto
Polilla de la ropa,volador,insecto
Polilla gitana,volador,insecto
Polilla hércules,volador,insecto
Polilla cometa de Madagascar,volador,insecto
Polilla bruja negra,volador,insecto
Escarabajo japonés,volador,insecto
Escarabajo sanjuanero,volador,insecto
Cetonia dorada,volador,insecto
Mariquita asiática,volador,insecto
Chicharrita,volador,insecto
Cigarra periódica,volador,insecto
Mosca linterna,volador,insecto
Machaca,volador,insecto
Langosta migratoria,volador,insecto
Hormiga reina alada,volador,insecto
Termita alada,volador,insecto
Frigánea,volador,insecto
Mosca de las piedras,volador,insecto
Mosca serpiente,volador,insecto
Mantispa,volador,insecto
Ascálafo,volador,insecto
Gecko volador,volador,animal planeador
Ardilla voladora gigante,volador,animal planeador
Ardilla voladora del sur,volador,animal planeador
Petauro gigante,volador,animal planeador
Acróbata pigmeo,volador,animal planeador
Anomaluro,volador,animal planeador
Rana voladora de Malabar,volador,animal planeador
Serpiente voladora dorada,volador,animal planeador
Hormiga planeadora,volador,animal planeador
Tiburón sedoso,marino,pez cartilaginoso
Tiburón de arrecife de punta blanca,marino,pez cartilaginoso
Tiburón gris de arrecife,marino,pez cartilaginoso
Tiburón de arrecife del Caribe,marino,pez cartilaginoso
Tiburón de Galápagos,marino,pez cartilaginoso
Tiburón cobrizo,marino,pez cartilaginoso
Tiburón arenero,marino,pez cartilaginoso
Tiburón oscuro,marino,pez cartilaginoso
Tiburón tigre de arena,marino,pez cartilaginoso
Tiburón leopardo,marino,pez cartilaginoso
Tiburón gato,marino,pez cartilaginoso
Tiburón linterna,marino,pez cartilaginoso
Tiburón de seis branquias,marino,pez cartilaginoso
Tiburón de siete branquias,marino,pez cartilaginoso
Marrajo sardinero,marino,pez cartilaginoso
Tiburón salmón,marino,pez cartilaginoso
Tiburón martillo común,marino,pez cartilaginoso
Tiburón martillo festoneado,marino,pez cartilaginoso
Tiburón cabeza de pala,marino,pez cartilaginoso
Tiburón charretera,marino,pez cartilaginoso
Tiburón bambú,marino,pez cartilaginoso
Wobbegong adornado,marino,pez cartilaginoso
Tiburón de cuernos,marino,pez cartilaginoso
Tiburón de Port Jackson,marino,pez cartilaginoso
Mielga,marino,pez cartilaginoso
Tiburón pigmeo,marino,pez cartilaginoso
Musola,marino,pez cartilaginoso
Tollo,marino,pez cartilaginoso
Manta de arrecife,marino,pez cartilaginoso
Raya diablo,marino,pez cartilaginoso
Raya mariposa,marino,pez cartilaginoso
Pastinaca,marino,pez cartilaginoso
Raya de puntos azules,marino,pez cartilaginoso
Raya leopardo,marino,pez cartilaginoso
Raya de clavos,marino,pez cartilaginoso
Raya redonda,marino,pez cartilaginoso
Quimera elefante,marino,pez cartilaginoso
Atún blanco,marino,pez
Atún patudo,marino,pez
Atún listado,marino,pez
Atún de aleta negra,marino,pez
Melva,marino,pez
Bacoreta,marino,pez
Carite,marino,pez
Estornino,marino,pez
Jurel toro,marino,pez
Medregal,marino,pez
Serviola,marino,pez
Marlín rayado,marino,pez
Marlín blanco,marino,pez
Picuda,marino,pez
Mero tigre,marino,pez
Cherna,marino,pez
Cabrilla,marino,pez
Garropa,marino,pez
Mero de coral,marino,pez
Mero jorobado,marino,pez
Pargo cubera,marino,pez
Pargo lunar,marino,pez
Pargo amarillo,marino,pez
Rabirrubia,marino,pez
Cojinúa,marino,pez
Ronco,marino,pez
Corvina negra,marino,pez
Totoaba,marino,pez
Tambor rojo,marino,pez
Lebrancha,marino,pez
Pejerrey,marino,pez
Sardina del Pacífico,marino,pez
Sardinela,marino,pez
Anchoveta peruana,marino,pez
Alosa,marino,pez
Bacalao del Pacífico,marino,pez
Bacalao negro,marino,pez
Abadejo de Alaska,marino,pez
Carbonero del Atlántico,marino,pez
Brosmio,marino,pez
Maruca,marino,pez
Merluza negra,marino,pez
Merluza de cola,marino,pez
Pez reloj anaranjado,marino,pez
Alfonsino,marino,pez
Lenguado de California,marino,pez
Solla,marino,pez
Gallo de mar,marino,pez
Limanda,marino,pez
Acedía,marino,pez
Pez mantequilla,marino,pez
Japuta,marino,pez
Pagro,marino,pez
Herrera,marino,pez
Breca,marino,pez
Aligote,marino,pez
Salema,marino,pez
Oblada,marino,pez
Chucla,marino,pez
Salmonete de roca,marino,pez
Baila,marino,pez
Serrano,marino,pez
Maragota,marino,pez
Tordo de mar,marino,pez
Doncella,marino,pez
Fredi,marino,pez
Julia,marino,pez
Pez ballesta payaso,marino,pez
Pez ballesta picasso,marino,pez
Pez lija,marino,pez
Pez vaca cornudo,marino,pez
Pez globo de puntos negros,marino,pez
Pez loro arcoíris,marino,pez
Loro cototo verde,marino,pez
Pez loro azul,marino,pez
Pez ángel reina,marino,pez
Pez ángel francés,marino,pez
Pez ángel real,marino,pez
Pez ángel llama,marino,pez
Pez ángel corán,marino,pez
Pez mariposa de nariz larga,marino,pez
Pez mariposa de cuatro ojos,marino,pez
Pez estandarte,marino,pez
Pez cirujano amarillo,marino,pez
Pez cirujano sohal,marino,pez
Pez cirujano de Aquiles,marino,pez
Pez payaso tomate,marino,pez
Pez payaso de Clark,marino,pez
Damisela azul,marino,pez
Damisela de cola amarilla,marino,pez
Sargento mayor,marino,pez
Garibaldi,marino,pez
Cromis verde,marino,pez
Pez cardenal de Banggai,marino,pez
Pez halcón de nariz larga,marino,pez
Gramma real,marino,pez
Gobio de fuego,marino,pez
Gobio neón,marino,pez
Gobio vigilante,marino,pez
Saltarín del fango,marino,pez
Blenio de dientes de sable,marino,pez
Blenio bicolor,marino,pez
Pez escorpión hoja,marino,pez
Pez león enano,marino,pez
Pez sapo de tres espinas,marino,pez
Pez rana peludo,marino,pez
Pez pipa fantasma,marino,pez
Caballito de mar pigmeo,marino,pez
Caballito de mar gigante,marino,pez
Dragón de mar común,marino,pez
Agujón,marino,pez
Pez corneta,marino,pez
Pez navaja,marino,pez
Morena cebra,marino,pez
Morena leopardo,marino,pez
Morena cinta,marino,pez
Morena de boca blanca,marino,pez
Morena dragón,marino,pez
Anguila americana,marino,pez
Anguila lobo,marino,pez
Pez sol,marino,pez
Pez telescopio,marino,pez
Pez duende,marino,pez
Pez tragón negro,marino,pez
Pez sable negro,marino,pez
Pez lagarto,marino,pez
Pez lagarto de profundidad,marino,pez
Pez cocodrilo,marino,pez
Rubio,marino,pez
Salmón rojo,marino,pez
Salmón plateado,marino,pez
Salmón rosado,marino,pez
Salmón keta,marino,pez
Trucha de mar,marino,pez
Esturión atlántico,marino,pez
Esturión blanco,marino,pez
Pez ballesta reina,marino,pez
Pez murciélago de aleta larga,marino,pez
Ballena sei,marino,mamífero marino
Ballena de Bryde,marino,mamífero marino
Ballena de Omura,marino,mamífero marino
Ballena franca glacial,marino,mamífero marino
Ballena franca del Pacífico,marino,mamífero marino
Ballena franca pigmea,marino,mamífero marino
Ballena picuda de Baird,marino,mamífero marino
Zifio de Blainville,marino,mamífero marino
Ballena nariz de botella,marino,mamífero marino
Cachalote enano,marino,mamífero marino
Delfín del Irrawaddy,marino,mamífero marino
Delfín jorobado del Indo-Pacífico,marino,mamífero marino
Delfín de Héctor,marino,mamífero marino
Delfín oscuro,marino,mamífero marino
Delfín de flancos blancos,marino,mamífero marino
Delfín de hocico blanco,marino,mamífero marino
Delfín de Fraser,marino,mamífero marino
Delfín moteado del Atlántico,marino,mamífero marino
Delfín moteado pantropical,marino,mamífero marino
Delfín de dientes rugosos,marino,mamífero marino
Delfín liso austral,marino,mamífero marino
Delfín cruzado,marino,mamífero marino
Delfín chileno,marino,mamífero marino
Orca pigmea,marino,mamífero marino
Calderón tropical,marino,mamífero marino
Delfín cabeza de melón,marino,mamífero marino
Marsopa de Dall,marino,mamífero marino
Marsopa sin aleta,marino,mamífero marino
Marsopa de anteojos,marino,mamífero marino
Marsopa de Burmeister,marino,mamífero marino
Franciscana,marino,mamífero marino
Foca anillada,marino,mamífero marino
Foca barbuda,marino,mamífero marino
Foca de casco,marino,mamífero marino
Foca manchada,marino,mamífero marino
Foca de Ross,marino,mamífero marino
Foca monje de Hawái,marino,mamífero marino
Foca del Caspio,marino,mamífero marino
Foca fajada,marino,mamífero marino
Lobo marino de dos pelos,marino,mamífero marino
Lobo marino de Galápagos,marino,mamífero marino
León marino de Galápagos,marino,mamífero marino
León marino australiano,marino,mamífero marino
León marino de Nueva Zelanda,marino,mamífero marino
Oso marino antártico,marino,mamífero marino
Oso marino del Cabo,marino,mamífero marino
Oso marino de Guadalupe,marino,mamífero marino
Manatí africano,marino,mamífero marino
Chungungo,marino,mamífero marino
Tortuga lora,marino,reptil marino
Serpiente marina de pico,marino,reptil marino
Serpiente marina olivácea,marino,reptil marino
Serpiente marina de Dubois,marino,reptil marino
Pingüino macaroni,marino,ave marina que no vuela
Pingüino de ojos amarillos,marino,ave marina que no vuela
Pingüino de Fiordland,marino,ave marina que no vuela
Pingüino de las Snares,marino,ave marina que no vuela
Pingüino crestado,marino,ave marina que no vuela
Pingüino africano,marino,ave marina que no vuela
Pingüino de las Antípodas,marino,ave marina que no vuela
Cormorán de las Galápagos,marino,ave marina que no vuela
Pato vapor,marino,ave marina que no vuela
Pulpo de coco,marino,molusco
Pulpo wunderpus,marino,molusco
